Text,True_Label,Predicted_Label
sickening uhuru want kill many people possible luhya luo nation cant rule blood luhyalivesmatter,Offensive,Neither
whoever installed take musandos position con fraudster ripmsando,Offensive,Neither
luhyas pronounce swagga easily cause known eat many tsaga word like saga easy imagine tswakka,Offensive,Neither
said time time people targeted hate speech kikuyus,Offensive,Neither
truth truth truth jubilee power kikuyus kalenjins jubilee pokots kalenjins pokots dont know,Hate Speech,Neither
way nasa divided house seat clear tribal anyone ever noreformsnoelections,Hate Speech,Neither
sad say kalenjins taking stupidity whole new level,Hate Speech,Neither
william ruto grabbed ngong forest sold approx shm kenya pipeline kcaa land isnt economic sabotage,Offensive,Neither
trying depict william rutos icc case exclusive kalenjins affair enemy kenya,Offensive,Neither
whoever started norailanopeace dumb,Offensive,Neither
wajaluo wanapenda fulugu sasa kulusha mawe ingekuwa niwao jubilee kenya hangekuwa amani sahii,Offensive,Neither
kalekuyu axis supporter whats entrenched complicit silence shall one day used luolivesmatter,Offensive,Neither
dismantle come useti scratching someone back get power luhyas nasa stay fighting public relevance wont cant survive baba wrath,Offensive,Neither
would failed state snatched opposition seat raila meant uhurueurothieves,Offensive,Neither
wewe kila siku unatukana wakikuyu ave got important thing like goin operation reduce big nose,Offensive,Neither
wtf msando aint kenya ripmsando,Offensive,Neither
kill luhya kawangware shall something dont forget mko pia huku bungoma,Hate Speech,Neither
luo kikuyus inconveniencing juja roaders username_ office,Hate Speech,Neither
username_ username_ saved country pev genocide jubilidiots cant appreciate far hit pictwittercomyzpqxrqu,Offensive,Neither
make murderer tick ripmsando ripmusando youcantkillusall,Offensive,Neither
never left home busy following voter turn out let see come kenyanpolls electionsboycottke,Offensive,Neither
remained honest man username_ crook stolen billion integrity bought noreformsnoelections,Offensive,Neither
luo luhyas drive big car around city else flat around city owned okuyu think future probably people call thief hard working sure live house owned kikuyu,Hate Speech,Neither
kikuyus support nrm terrorist always find tricky situation since arent spared luo attack kikuyus vernacularradioke,Offensive,Neither
username_ hate grumpy cat retweet,Offensive,Neither
uhuru campaigned time kiambu doesnt trust kikuyus,Offensive,Neither
told nyakundi hii kenya haitaki messiah didnt listen wacha hashindwe kuafford fine siwafichi leo usiku atafanywa bibi mtu,Offensive,Neither
luo damn loud whoa hear one way across room room full people there music playing,Offensive,Neither
shame ichawerioaths real make agikuyu still bethrothen kenyattafamily blind loyalty suffer hunger pang via kumirakumira tanoterror stopthesethieves coz weknowyoursalary pictwittercomeipwxis,Offensive,Neither
wait kalenjins nandis kisiis right,Offensive,Hate Speech
disgrace luhya community hawa waluhya wamenunuliwa wakikuyu,Hate Speech,Neither
uhuru battle lost war confidently president election boycotted electionsboycottke,Offensive,Neither
whats piece shit nyakundi done time,Offensive,Neither
muhati chiloba still holding office wont fooled participate noreformsnoelections pictwittercomaxoakqeq,Offensive,Neither
railaspeaks jubelideots wetting governor got vifarangavyakompyuta,Offensive,Neither
opinion leader maasai regionthat endorse person give break know cast vote,Offensive,Neither
ruto fighting floor asp instead icc panicking real man real men fight battle headon,Offensive,Neither
luo kikuyus reply comment political post pictwittercomgkejugjtrt,Hate Speech,Neither
wrong kalenjins ile kitu wakikuyu walirogwa nayo ndio mnatumia siku hizi,Hate Speech,Offensive
part process exercised right vote kenyapoll electionsboycottke,Offensive,Neither
luo need first pick leader fir unity like lamuba like kikuyus tribe choose political dynasty,Hate Speech,Neither
people need fan fire know happens greedy swine fry fat jela ndio biggest thing wengi wetu tulijipata huko time yr old istandwithappollomboya,Offensive,Neither
dont comment kenya bungled election jubilee thief pocket noreformsnoelections,Offensive,Neither
noticed kikuyus afraid secessionke fishy want rule force,Offensive,Neither
hate way us james johnson stud sure lot masai signing,Offensive,Neither
death threat dey bobo know people fool give sympathy vote miracle cyberbullying hatespeech username_ bbnaija,Offensive,Neither
warudi kwao maze username_ outer rim collowax alien coming,Offensive,Neither
lesbian dont want anyone judging look gay men dont get wrong lesbian shit lol,Offensive,Neither
true username_ sentiment exactly username_ luo tribal kikuyus sue,Hate Speech,Neither
world kikuyus delusional,Hate Speech,Neither
kikuyus kalenjins parliament alone hahaha lol tumewaachia parliament mkipenda mlale uko,Offensive,Neither
luhyas naturaly born clown dont bliv check luhya shag red trouser green,Offensive,Neither
service delivery meter counting there power black happening monopoly misusing customer pundaamechoka,Offensive,Neither
tribal username_ google username_ kikuyus tribal lot country,Hate Speech,Neither
uhuru imagine raila ballot paper still riggingwhats wrong kikuyus yani unajibia mwenyewe,Offensive,Neither
update username_ stay away nigerian men nigerian men conmen kenyan girl writes guruzwap,Hate Speech,Neither
waaaah wait minute many kikuyus kikuyu holiest therefore producing highest number pastor,Offensive,Neither
kikuyus assure must deal wih wacha ouruawaokoe sasa,Hate Speech,Neither
wanted kikuyus nonsense,Offensive,Neither
wakikuyu wako upuzi sana nkt,Hate Speech,Offensive
hate green envy username_ middle bush masai mara chilling waterhole,Offensive,Neither
preaching peaceful demo iebc official lkni lunatic moses kuria planning otherwise noreformsnoelections,Offensive,Neither
hate people sabotage ordering killing want know proud monkeywe shall overcome luolivesmatter,Offensive,Neither
sisi wakikuyu wajinga sana man helping kenya uhuru never talked free fair election,Hate Speech,Neither
yeah adan kazungu amina wakhungu mailu omamo nkaisserry kikuyus kalenjins hopeless cordiots,Hate Speech,Neither
yall goto hell noreformsnoelections,Offensive,Neither
went varsity violence sema kutishiwa chunga relate kalenjins people murderer lol upus,Hate Speech,Offensive
matiangi big head tell happened mambo nasa ndio anajui seitanripmsando,Offensive,Neither
welcome kenya chic run government talking girl railaonresults vifarangavyakompyuta,Offensive,Neither
distribute commanderinthieves constituency part noreformsnoelections dont understand uchaguzibora,Offensive,Neither
tired old man ranting someonetellraila retire rest please uhurueurothieves,Offensive,Neither
wow raptor pathetic team nba fuck masai dont even make move going lose every game tank wiggins,Offensive,Neither
dramatic kikuyus involved mute tribe,Offensive,Neither
wajaluo huwa hawaendi beach,Hate Speech,Neither
ushasema username_ username_ kikuyus real special smh,Offensive,Neither
hate cracka name rudeboi hey username_ dont call masai warrior king tut fuck boondocks,Offensive,Neither
want know whether system hacked nasa supporter know rule sht,Offensive,Neither
yaani age people still get information gutter press paper crap railathewardogsince,Offensive,Neither
decides hatespeech since subjective one speaking one listening like making law way people eat food manner make crazy law based loose parameter username_ username_ username_ tcot,Offensive,Neither
kikuyus beneficiary tribalism continue shouldnt listening telling victim shun,Hate Speech,Neither
hakuna vile boinnet anaweza beef security nyakundi hawa slay queen wakimshika watampiga pillow mpaka aumie,Offensive,Neither
obsession male foreskin another man dicki guess kikuyus like ilk username_,Hate Speech,Neither
even luo circumcised never change hooliganism behavior sotn,Hate Speech,Neither
vroooooom username__ okay username_ sometimes luo piss jakass,Offensive,Neither
kikuyus thief,Hate Speech,Neither
want give much attension aladwa like kuria free even giving machete citizen lordsofhate,Offensive,Neither
okuyu say luo gar swag,Offensive,Neither
begging respect luo tell kill luo thats make powerful man,Offensive,Neither
kikuyus demo want babuarrested naming uhuru puppy moses kuria called circumcision assassination raila nothing happened,Offensive,Neither
believe uthamaki eating uthamaki house fool,Offensive,Neither
wakikuyu nao wataitwa wayapeso,Hate Speech,Neither
luo remaining bunch european settler kenya ramoginite,Hate Speech,Neither
meet president next time remind swore protect kenyan luo included war kenyan side luo leave member president community everywhere kenya,Offensive,Neither
rest luo mzee couldnt get state house ever,Offensive,Neither
thing kimani ngunjiri arrested deported mar arrestkimaningunjiri,Offensive,Neither
stop blanket condemnation kikuyus corrupt land grabber kikuyu,Hate Speech,Neither
kalenjins fear kikuyus may abandon ruto planning boycott poll like raila,Hate Speech,Neither
kamba may kill kikuyus ikamba song charity ngilu spit venom,Offensive,Neither
stop counting teeth taught think single terrorist kill hundred officer,Offensive,Neither
yaani even raila odinga ballot defeat username_ campaign kenyapoll belectionsboycottke,Offensive,Neither
kalonzo political novice least threaten kikuyus two day electionsyur shameless tribalist,Offensive,Neither
username_ sonko say luo pathetic uncircumcised people another say think parliament fish market,Hate Speech,Neither
kikuyus president since independence date delivered poverty idiot,Offensive,Neither
waiting see duale also hire consultant retaliation railas expose uhurueurothieves,Offensive,Neither
kikuyus born half brain simplistic thinking,Hate Speech,Neither
bangi gani mmevuta username_ kukle indernetrt username_ sasa skiza hawa waluhya cont,Offensive,Neither
tired kikuyuism behaviour thinking kenya belongs kikuyus,Hate Speech,Neither
heard saying kenyan men poor bed tag ex come confirm kenyavsuganda,Offensive,Neither
wakikuyu mungu kenyaa plague come swallowed like fly,Offensive,Neither
yet participated making cyber crime law making death threat username_ face law,Offensive,Neither
may tweeting betty shit yet okari behind reply kisiis witch,Hate Speech,Neither
kiraithe need understand kenya bigger mtoto umbwa kikuyus central kenya kiraithepropaganda,Offensive,Neither
warudi kwao team mafisi wanakula kuachilia,Offensive,Neither
superb plan make coronation look like birthday party mobutu sessesko kikuyus coronation oblivious strike thereafterwhy blocking rally,Offensive,Neither
intend rig made statement guard vote ripmsando,Offensive,Neither
luo toy odingas take granted sometimes mock,Offensive,Neither
accept fact figure treasury tantrum noise username_ led clueless heckler uhurueurothieves,Offensive,Neither
yes kikuyus shapeless utado mature mumetuchosha nkt,Offensive,Neither
wajaluo wachinga kweli nowonder say never rule kenya,Hate Speech,Neither
waluya kudoz wakisii sisi waheshimiwa wetu mafisi qwetuasubuhi username_,Hate Speech,Neither
suffering public hospital duo wonna commission road project pundaamechoka lipakamatender,Offensive,Neither
virgo man fucking emotional,Offensive,Neither
idiot username__ alshabab attack kenyan randomly cord attack kikuyus specifically,Offensive,Neither
kalenjins easy manipulate,Hate Speech,Neither
